complaint_id,date_received,district_occurrence,general_cap_classification,summary,incident_date_extract,incident_time_extract,objectid,label
19-0391,2019-08-13 04:00:00+00,2400.0,VERBAL ABUSE,"According to the complainant, on 7-31-19, they witnessed someone being verbally abused by an unknown officer while in the confines of the 24th District.",07/31/2019,,4925,medium
19-0392,2019-08-15 04:00:00+00,1600.0,PHYSICAL ABUSE,"According to the complainant, on 8-9-19 at 9:00 PM, they were physically abused by officers assigned to the 16th District.",08/09/2019,9:00 PM,4926,high
19-0393,2019-08-14 04:00:00+00,1200.0,LACK OF SERVICE,"According to the complainant, on 8-6-19 at 12:29 AM, they did not receive proper service from unknown officers assigned to the 12th District.",08/06/2019,12:29 AM,4927,low
19-0394,2019-08-14 04:00:00+00,1600.0,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 8-3-19 at 7:40 PM, they were racially profiled by unknown officers assigned to the 16th District.",08/03/2019,7:40 PM,4928,low
19-0395,2019-08-15 04:00:00+00,500.0,VERBAL ABUSE,"According to the complainant, on 8-12-19 at 7:39 PM, they were verbally abused by an officer assigned to the 5th District.",08/12/2019,7:39 PM,4929,medium
19-0396,2019-08-14 04:00:00+00,600.0,PHYSICAL ABUSE,"According to the complainant, on 8-10-19 at 2:06 AM, they were physically abused by an officer assigned to the 6th District.",08/10/2019,2:06 AM,4930,high
19-0397,2019-08-15 04:00:00+00,1500.0,UNPROFESSIONAL CONDUCT,"According to the complainant, between January and June 2019, they were treated unprofessionally and did not receive proper service from a detective assigned to the Special Victims Unit.",,,4931,medium
19-0398,2019-08-15 04:00:00+00,3900.0,PHYSICAL ABUSE,"According to the complainant, on 6-26-19 at 6:17 PM, they were physically abused and improperly searched by officers assigned to the 39th District.",06/26/2019,6:17 PM,4932,high
19-0399,2019-08-19 04:00:00+00,100.0,LACK OF SERVICE,"According to the complainant, on 8-2-19 at 5:15 PM, they did not receive proper service from officers while in the confines of the 1st District.",08/02/2019,5:15 PM,4933,low
19-0400,2019-08-15 04:00:00+00,1700.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-11-19 at 7:00 AM, their property was not returned and they were treated unprofessionally by officers assigned to the 17th District.",08/11/2019,7:00 AM,4934,medium
19-0401,2019-08-15 04:00:00+00,1400.0,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 6-6-19 at 1:10 PM, they were racially profiled by officers assigned to the 14th District.",06/06/2019,1:10 PM,4935,low
19-0402,2019-08-15 04:00:00+00,2200.0,VERBAL ABUSE,"According to the complainant, in August 2019, they were verbally abused by an officer assigned to the 22nd District.",,,4936,medium
19-0403,2019-08-16 04:00:00+00,600.0,PHYSICAL ABUSE,"According to the complainant, on 8-6-19 at 10:50 AM, they were verbally abused and threatened by an officer within the confines of the 9th District.",08/06/2019,10:50 AM,4937,high
19-0404,2019-08-19 04:00:00+00,200.0,PHYSICAL ABUSE,"According to the complainant, on 8-14-19 at 2:00 PM, they were physically abused and threatened by officers while in the confines of the 2nd District.",08/14/2019,2:00 PM,4938,high
19-0405,2019-08-21 04:00:00+00,2200.0,LACK OF SERVICE,"According to the complainant, on 7-31-19, they did not receive proper service from an unknown Northwest Detective Division detective.",07/31/2019,,4939,low
19-0406,2019-08-21 04:00:00+00,2200.0,LACK OF SERVICE,"According to the complainant, on 8-14-19 at 2:00 PM, they did not receive proper service from unknown officers within the confines of the 22nd District.",08/14/2019,2:00 PM,4940,low
19-0407,2019-08-21 04:00:00+00,1900.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-14-19 at 8:20 PM, they were treated unprofessionally and issued false traffic citations from an officer assigned to the Highway Patrol Unit, while in the confines of the 19th District.",06/14/2019,8:20 PM,4941,medium
19-0408,2019-08-19 04:00:00+00,2500.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-8-19 at 11:30 AM, they were treated unprofessionally and did not receive proper service from an officer assigned to the 25th District.",08/08/2019,11:30 AM,4942,medium
19-0409,2019-08-21 04:00:00+00,2500.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-13-19 at 2:00 AM, they did not receive proper service from officers assigned to the 24th District.",08/13/2019,2:00 AM,4943,medium
19-0410,2019-08-21 04:00:00+00,3900.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 5-16-19 at 10:15 PM, they were treated unprofessionally and falsely issued traffic tickets by officers assigned to the Highway Patrol Unit within the confines of the 39th District.",05/16/2019,10:15 PM,4944,medium
19-0411,2019-09-03 04:00:00+00,3900.0,NON-INVESTIGATORY INCIDENT,"According to the complainant, on 8-17-19 at 12:40 AM, they were falsely issued traffic tickets by officers assigned to the 39th District.",08/17/2019,12:40 AM,4945,low
19-0412,2019-08-22 04:00:00+00,1600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-19-19 at 5:45 AM, their property was damaged and improperly searched by unknown officers within the confines of the 16th District.",08/19/2019,5:45 AM,4946,medium
19-0413,2019-08-21 04:00:00+00,300.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-13-19, unknown officers did not follow proper police procedures within the confines of the 3rd District.",08/13/2019,,4947,medium
19-0414,2019-08-22 04:00:00+00,1400.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-11-19 at 5:57 PM, they are missing property and were improperly searched by an officer assigned to 14th District.",08/11/2019,5:57 PM,4948,medium
19-0415,2019-08-23 04:00:00+00,1200.0,PHYSICAL ABUSE,"According to the complainant, on 8-11-19 at 1:00 AM, an officer assigned to the 12th District damaged their property, and physically and verbally abused them.",08/11/2019,1:00 AM,4949,high
19-0416,2019-08-23 04:00:00+00,100.0,VERBAL ABUSE,"According to the complainant, on 8-1-19 at 12:30 AM, they were verbally abused by an officer assigned to the 1st District.",08/01/2019,12:30 AM,4950,medium
20-0116,2020-03-10 04:00:00+00,3500.0,LACK OF SERVICE,"According to the complainant, on 3-5-20 at 5:26 PM, they did not receive proper service from officers while in the confines of the 35th District.",03/05/2020,5:26 PM,5332,low
20-0117,2020-03-10 04:00:00+00,3900.0,UNPROFESSIONAL CONDUCT,"According to the complainant, on 3-7-20 at 11:57 AM, they were treated unprofessionally by an officer while in the confines of the 39th District.",03/07/2020,11:57 AM,5333,medium
20-0118,2020-03-12 04:00:00+00,2200.0,LACK OF SERVICE,"According to the complainant, on 3-7-20 at 11:15 AM, they did not receive proper service from a sergeant and a lieutenant while in the confines of the 22nd District.",03/07/2020,11:15 AM,5334,low
20-0119,2020-03-11 04:00:00+00,1400.0,PHYSICAL ABUSE,"According to the complainant, on 11-26-19 at 7:30 PM, they are missing property and were physically abused by officers, while in the confines of the 14th District.",11/26/2019,7:30 PM,5335,high
20-0120,2020-03-11 04:00:00+00,1400.0,PHYSICAL ABUSE,"According to the complainant, on 3-9-20 at 5:25 PM, they were physically abused and improperly stopped, frisked and searched by officers while in the confines of the 14th District.",03/09/2020,5:25 PM,5336,high
20-0121,2020-03-11 04:00:00+00,1800.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-29-20 at 4:00 PM, they were treated unprofessionally and departmental policies were violated by officers while in the confines of the 18th District.",02/29/2020,4:00 PM,5337,medium
20-0122,2020-03-11 04:00:00+00,2500.0,UNPROFESSIONAL CONDUCT,"According to the complainant, on 3-9-20 at 10:30 PM, a sergeant treated them unprofessionally and departmental policies were violated by officers while in the confines of the 25th District.",03/09/2020,10:30 PM,5338,medium
20-0123,2020-03-12 04:00:00+00,1200.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-2-20 at 1:00 PM, their property is missing by an unknown officer while in the confines of the 12th District.",03/02/2020,1:00 PM,5339,medium
20-0124,2020-03-11 04:00:00+00,1400.0,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 3-6-20 at 6:30 PM, their civil rights were violated, they were racially discriminated, and physically and verbally abused by officers and a sergeant while in the confines of the 14th District.",03/06/2020,6:30 PM,5340,low
20-0125,2020-03-12 04:00:00+00,2600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-9-20 at 7:47 AM, departmental policies were violated by unknown officers in the confines of the 26th District.",03/09/2020,7:47 AM,5341,medium
20-0126,2020-03-12 04:00:00+00,1400.0,PHYSICAL ABUSE,"According to the complainant, on 3-10-20 at 5:45 PM, they were physically abused by unknown officers while in the confines of the 14th District",03/10/2020,5:45 PM,5342,high
20-0127,2020-03-13 04:00:00+00,1900.0,PHYSICAL ABUSE,"According to the complainant, on 2-6-20 at 9:00 PM, their vehicle was improperly searched and they were physically abused by officers assigned to the 19th District.",02/06/2020,9:00 PM,5343,high
20-0128,2020-03-13 04:00:00+00,1900.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-11-20 at 2:30 PM, they were improperly stopped by an officer while in the confines of the 19th District.",03/11/2020,2:30 PM,5344,medium
20-0129,2020-03-13 04:00:00+00,2500.0,UNPROFESSIONAL CONDUCT,"According to the complainant, on 3-6-20, they were treated unprofessionally and verbally abused by officers while in the confines of the 25th District.",03/06/2020,,5345,medium
20-0130,2020-03-17 04:00:00+00,600.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-13-20 at 2:18 AM, they are missing property after they were stopped for investigation by officers within the confines of the 6th District.",03/13/2020,2:18 AM,5346,medium
20-0131,2020-03-17 04:00:00+00,1500.0,SEXUAL CRIME/MISCONDUCT,"According to the complainant, on 3-15-20 at 8:49 PM, they were verbally abused by an officer while in the confines of the 15th District.",03/15/2020,8:49 PM,5347,high
20-0132,2020-03-17 04:00:00+00,800.0,DOMESTIC,"According to the complainant, they were physically and verbally abused by an officer assigned to the 24th District.",,,5348,high
20-0133,2020-03-17 04:00:00+00,3500.0,CRIMINAL ALLEGATION,"According to the complainant, a detective assigned to Northwest Detective Division, did not follow proper police procedure.",,,5349,high
20-0134,2020-03-18 04:00:00+00,2200.0,CRIMINAL ALLEGATION,"According to the complainant, on 2-14-20 at 6:00 PM, they allege an off-duty officer assigned to the Traffic District was involved in criminal activity while in the confines of the 22nd District.",02/14/2020,6:00 PM,5350,high
20-0135,2020-03-18 04:00:00+00,200.0,PHYSICAL ABUSE,"According to the complainant, on 3-16-20 at 10:56 PM, they were physically and verbally abused by an officer while in the confines of the 2nd District.",03/16/2020,10:56 PM,5351,high
20-0136,2020-03-18 04:00:00+00,1600.0,LACK OF SERVICE,"According to the complainant, on 3-12-20 at 11:00 AM, they did not receive proper service by a Detective assigned to the Special Victims Unit.",03/12/2020,11:00 AM,5352,low
20-0137,2020-03-18 04:00:00+00,900.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-13-20, they were improperly arrested by an officer assigned to the 9th District.",03/13/2020,,5353,medium
20-0138,2020-03-19 04:00:00+00,,CRIMINAL ALLEGATION,"According to the complainant, on 3-17-20 at 5:03 PM, they witnessed a violation of the motor vehicle code by an unknown officer.",03/17/2020,5:03 PM,5354,high
20-0139,2020-03-19 04:00:00+00,2500.0,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-12-20 at 11:00 AM, departmental policies were violated and they were improperly arrested by officers assigned to the 25th District.",03/12/2020,11:00 AM,5355,medium
20-0140,2020-03-20 04:00:00+00,,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 3-19-20 at 12:16 AM, departmental policies were violated by officers while in the confines of the 26th District.",03/19/2020,12:16 AM,5356,medium
20-0141,2020-03-24 04:00:00+00,1900.0,PHYSICAL ABUSE,"According to the complainant, on 3-5-20 at 11:00 AM, a weapon was improperly displayed by an unknown officer within the confines of the 19th District.",03/05/2020,11:00 AM,5357,high
